"","spot_status","emmean","SE","df","lower.CL","upper.CL","variable","significant","sp_id"
"36","hotspot",35.5058828499083,0.174303517724,108,35.1603830390285,35.851382660788,"leaf_d18o_corrected","yes","Abialba"
"37","coldspot",2311.43595,142.434034121159,75,2027.69280382401,2595.17909617599,"mean_1980","yes","Abialba"
"38","hotspot",881.299783783784,148.095856744524,75,586.277708564211,1176.32185900336,"mean_1980","yes","Abialba"
"39","coldspot",1262.31853846154,110.354361547008,74,1042.4326731962,1482.20440372687,"mean_05","yes","Abialba"
"40","hotspot",739.153621621621,113.297660979347,74,513.403104218009,964.904139025232,"mean_05","yes","Abialba"
"41","coldspot",0.763154992212703,0.0266155154692994,74,0.710122419993463,0.816187564431943,"Rt12","no","Abialba"
"42","hotspot",0.840437009587075,0.0273253871089338,74,0.785989987249868,0.894884031924282,"Rt12","no","Abialba"
"43","coldspot",0.868438514291942,0.0309485144889836,74,0.806772253061405,0.930104775522479,"Rt17","no","Abialba"
"44","hotspot",0.894354142296788,0.0317739530475523,74,0.831043158835703,0.957665125757873,"Rt17","no","Abialba"
"45","coldspot",0.595228443920216,0.0257279068744413,71,0.543928454639374,0.646528433201058,"Rt22","no","Abialba"
"46","hotspot",0.611803500970668,0.0268078652111743,71,0.558350135926748,0.665256866014589,"Rt22","no","Abialba"
"47","coldspot",0.856690077129106,0.0386196619301739,74,0.779738720964052,0.933641433294161,"Rs12","no","Abialba"
"48","hotspot",0.935366622858906,0.0396497003214318,74,0.856362870397564,1.01437037532025,"Rs12","no","Abialba"
"49","coldspot",0.855805437780673,0.0436678877983666,72,0.76875509442155,0.942855781139795,"Rs17","no","Abialba"
"50","hotspot",0.891056415218274,0.0460957055843162,72,0.799166305556367,0.982946524880181,"Rs17","no","Abialba"
"51","coldspot",17.395836696734,1.2942713414023,5.60714865349911,14.1742974142861,20.6173759791819,"height","yes","Pinsylv"
"52","hotspot",14.744796322109,1.29494431526198,5.62245332632029,11.5238835155035,17.9657091287145,"height","yes","Pinsylv"
"53","coldspot",41.5527994883682,2.317229433311,5.99387260504251,35.8813379757557,47.2242610009806,"dbh","yes","Pinsylv"
"54","hotspot",39.1468394369684,2.31906154117905,6.01835422364273,33.4764925734032,44.8171863005337,"dbh","yes","Pinsylv"
"55","coldspot",12.7518699783819,1.62608076997116,6.15154553586696,8.79663387424003,16.7071060825239,"hegyi_index","yes","Pinsylv"
"56","hotspot",14.6392925571352,1.62911390312484,6.21076719996048,10.6855577124473,18.593027401823,"hegyi_index","yes","Pinsylv"
"57","coldspot",56.3355284067714,0.629821869162345,7.84419147821171,54.8781197747013,57.7929370388415,"wc_22","yes","Pinsylv"
"58","hotspot",52.6217334527858,0.626740310488351,7.64965460370745,51.1648647077998,54.0786021977717,"wc_22","yes","Pinsylv"
"59","coldspot",48.3865386818368,0.846256556387937,5.53974741712394,46.2733970640714,50.4996802996021,"percent_c","yes","Pinsylv"
"60","hotspot",49.5206290198494,0.845733114087292,5.521654021627,47.4069506030604,51.6343074366384,"percent_c","yes","Pinsylv"
"61","coldspot",1.72292935688888,0.333781483851363,5.3828785731282,0.882952111352072,2.56290660242569,"percent_n","yes","Pinsylv"
"62","hotspot",1.54162854617068,0.333730095418637,5.37848292324369,0.701591513025583,2.38166557931577,"percent_n","yes","Pinsylv"
"63","coldspot",33.3795364727027,5.75273085307794,5.38145387112333,18.901455246253,47.8576176991524,"cn","yes","Pinsylv"
"64","hotspot",35.3296490369043,5.75187132249237,5.37718891442409,20.8505666443354,49.8087314294732,"cn","yes","Pinsylv"
"65","coldspot",47.9616230836848,4.54570238152374,5.43685226708769,36.5533546173069,59.3698915500628,"sla_22","no","Pinsylv"
"66","hotspot",47.1575807376475,4.54205424998073,5.41388366123599,35.7452899444952,58.5698715307997,"sla_22","no","Pinsylv"
"67","coldspot",88.6359152473906,9.19544252072494,6.08827244329054,66.21432053607,111.057509958711,"age","yes","Pinsylv"
"68","hotspot",127.496884632069,9.21860302888103,6.16700072221687,105.087020805212,149.906748458927,"age","yes","Pinsylv"
"69","coldspot",845.335081723452,79.8795068132146,5.63084218957773,646.728338851785,1043.94182459512,"chlor_a_fw_22","yes","Pinsylv"
"70","hotspot",752.863636501497,79.8566825942665,5.62233541740488,554.235155000684,951.492118002309,"chlor_a_fw_22","yes","Pinsylv"
"71","coldspot",366.231034962489,30.6006567899005,5.63967926693201,290.178857732678,442.2832121923,"chlor_b_fw_22","yes","Pinsylv"
"72","hotspot",343.187833770823,30.5917937252879,5.63103990975928,267.127264108034,419.248403433612,"chlor_b_fw_22","yes","Pinsylv"
"73","coldspot",1226.93297328255,108.662655981788,5.59634541856863,956.326298282017,1497.53964828308,"total_chl_fw_22","yes","Pinsylv"
"74","hotspot",1095.67539143115,108.60765794778,5.58137335757878,825.014693898353,1366.33608896395,"total_chl_fw_22","yes","Pinsylv"
"75","coldspot",40.9312087002381,2.57405833044088,5.77478842051885,34.5726902234654,47.2897271770109,"xc_fw_22","yes","Pinsylv"
"76","hotspot",37.3903261829846,2.57195715004304,5.74992837229647,31.0300274960984,43.7506248698707,"xc_fw_22","yes","Pinsylv"
"77","coldspot",2.29873167448525,0.0522252744463141,6.50138377393619,2.17329235620591,2.4241709927646,"chla_chlb_22","yes","Pinsylv"
"78","hotspot",2.19380422805735,0.0521677698297469,6.46424598163729,2.06834393039451,2.31926452572019,"chla_chlb_22","yes","Pinsylv"
"79","coldspot",30.0412602291571,1.39929549519923,5.58965313558188,26.5554444538534,33.5270760044607,"chl_xc_22","yes","Pinsylv"
"80","hotspot",29.1850144006334,1.39894253043593,5.58219757226082,25.698851321059,32.6711774802078,"chl_xc_22","yes","Pinsylv"
"81","coldspot",-26.9917885435921,0.715005304291622,5.42139131103051,-28.7876186620362,-25.195958425148,"leaf_d13c","no","Pinsylv"
"82","hotspot",-26.8154843341279,0.714810556551503,5.41356878687934,-28.6115341613099,-25.0194345069459,"leaf_d13c","no","Pinsylv"
"83","coldspot",-4.7956514534774,0.645988232251148,5.71246543045851,-6.39581572258938,-3.19548718436542,"leaf_d15n","yes","Pinsylv"
"84","hotspot",-6.46065080659312,0.645272625396712,5.67920425150491,-8.06144935308753,-4.85985226009872,"leaf_d15n","yes","Pinsylv"
"85","coldspot",37.0857270740159,0.861075342360527,5.5547439015008,34.9371269094075,39.2343272386244,"leaf_d18o_corrected","yes","Pinsylv"
"86","hotspot",36.1935269832634,0.86032839526808,5.52931647532732,34.0441678309113,38.3428861356156,"leaf_d18o_corrected","yes","Pinsylv"
"87","coldspot",1075.7346158427,155.51633204482,5.68433345298964,690.018194537938,1461.45103714747,"mean_1980","yes","Pinsylv"
"88","hotspot",515.374505818839,155.676672590995,5.71488879162716,129.792982686998,900.95602895068,"mean_1980","yes","Pinsylv"
"89","coldspot",974.775612543019,118.022421664476,6.189419752756,688.114055993104,1261.43716909293,"mean_05","yes","Pinsylv"
"90","hotspot",451.809243244878,118.376597528969,6.28397881617322,165.295768511562,738.322717978194,"mean_05","yes","Pinsylv"
"91","coldspot",0.890623168165678,0.0829282536897396,5.79165622883554,0.685922396869136,1.09532393946222,"Rt12","yes","Pinsylv"
"92","hotspot",0.637471705881203,0.0830914710236418,5.85093573851263,0.432891948922677,0.84205146283973,"Rt12","yes","Pinsylv"
"93","coldspot",0.924735075877991,0.0293932539132912,18.563721243366,0.863116283269726,0.986353868486256,"Rt17","no","Pinsylv"
"94","hotspot",0.971744716180782,0.030157797729401,19.9981569957682,0.908836280801552,1.03465315156001,"Rt17","no","Pinsylv"
"95","coldspot",0.906300215779927,0.0549433494401261,6.88816568125993,0.775951010423102,1.03664942113675,"Rt22","no","Pinsylv"
"96","hotspot",0.941106520218856,0.0551564509284408,7.02119954356568,0.810762026241518,1.07145101419619,"Rt22","no","Pinsylv"
"97","coldspot",0.962104720679671,0.0546018563401976,6.51426879174172,0.831014363712451,1.09319507764689,"Rs12","yes","Pinsylv"
"98","hotspot",0.700560410383262,0.0548449124505734,6.65717505440063,0.569506580163904,0.831614240602619,"Rs12","yes","Pinsylv"
"99","coldspot",1.11339805619514,0.155670639315588,5.78872007770505,0.729090142797704,1.49770596959258,"Rs17","yes","Pinsylv"
"100","hotspot",1.42152408566943,0.155952443187499,5.84351920928557,1.03743141496169,1.80561675637716,"Rs17","yes","Pinsylv"
"101","coldspot",16.132,0.661004796779464,83,14.8172880447028,17.4467119552972,"height","yes","Pinpine"
"102","hotspot",12.6316666666667,0.426676761615015,83,11.783023748679,13.4803095846543,"height","yes","Pinpine"
"103","coldspot",52.344,1.74591729379921,83,48.8714407231211,55.8165592768789,"dbh","yes","Pinpine"
"104","hotspot",46.0816666666666,1.12698476712331,83,43.8401392919883,48.323194041345,"dbh","yes","Pinpine"
"105","coldspot",25.0469201081547,2.87488331499569,82,19.3278613800315,30.7659788362779,"hegyi_index","no","Pinpine"
"106","hotspot",30.4876455369172,1.81823585652033,82,26.8705952062902,34.1046958675442,"hegyi_index","no","Pinpine"
"107","coldspot",54.0556531161044,0.509462382896086,78,53.0413914244459,55.0699148077629,"wc_22","no","Pinpine"
"108","hotspot",54.6444725585101,0.323622428648324,78,54.0001897950339,55.2887553219863,"wc_22","no","Pinpine"
"109","coldspot",47.3456207986131,0.393327012276619,82,46.5631680740682,48.1280735231581,"percent_c","no","Pinpine"
"110","hotspot",47.4509999684398,0.256034076938171,82,46.9416666279273,47.9603333089522,"percent_c","no","Pinpine"
"111","coldspot",0.954584080382054,0.030098925656694,82,0.894707729023319,1.01446043174079,"percent_n","no","Pinpine"
"112","hotspot",0.979837991227001,0.0195927317646888,82,0.940861806342507,1.0188141761115,"percent_n","no","Pinpine"
"113","coldspot",50.9441978670359,1.49688496084976,82,47.9664168365188,53.921978897553,"cn","no","Pinpine"
"114","hotspot",49.4441601141542,0.974389114583014,82,47.5057897666423,51.3825304616661,"cn","no","Pinpine"
"115","coldspot",44.4482334795576,0.815749192474676,76,42.8235281565661,46.0729388025492,"sla_22","yes","Pinpine"
"116","hotspot",42.1856066710567,0.527520359547314,76,41.1349588199164,43.2362545221969,"sla_22","yes","Pinpine"
"117","coldspot",133.48,6.07794497591243,82,121.389031270162,145.570968729838,"age","yes","Pinpine"
"118","hotspot",117.271186440678,3.95640518707704,82,109.400636182474,125.141736698882,"age","yes","Pinpine"
"119","coldspot",447.000939246066,22.4743051643646,83,402.300450186762,491.701428305371,"chlor_a_fw_22","no","Pinpine"
"120","hotspot",447.227352744449,14.5071016031946,83,418.37331112878,476.081394360117,"chlor_a_fw_22","no","Pinpine"
"121","coldspot",208.691420322894,9.70057488480185,83,189.397367032446,227.985473613342,"chlor_b_fw_22","no","Pinpine"
"122","hotspot",216.872628667837,6.26169416291259,83,204.418370822046,229.326886513627,"chlor_b_fw_22","no","Pinpine"
"123","coldspot",655.692359568961,31.6724454062255,83,592.697139516185,718.687579621737,"total_chl_fw_22","no","Pinpine"
"124","hotspot",664.099981412285,20.4444755986625,83,623.436741719773,704.763221104797,"total_chl_fw_22","no","Pinpine"
"125","coldspot",26.79142883454,0.989600113492565,83,24.8231540103465,28.7597036587334,"xc_fw_22","no","Pinpine"
"126","hotspot",27.5113816478092,0.638784126493614,83,26.2408657119991,28.7818975836193,"xc_fw_22","no","Pinpine"
"127","coldspot",2.13770994371074,0.0426483412454676,83,2.05288410828232,2.22253577913916,"chla_chlb_22","no","Pinpine"
"128","hotspot",2.0623269248889,0.0275293858978445,83,2.00757208356517,2.11708176621264,"chla_chlb_22","no","Pinpine"
"129","coldspot",24.2487067829508,0.557579725100387,83,23.139703135485,25.3577104304165,"chl_xc_22","no","Pinpine"
"130","hotspot",23.9814734687754,0.359916164916119,83,23.2656146925224,24.6973322450285,"chl_xc_22","no","Pinpine"
"131","coldspot",-25.084870683768,0.265922186283427,82,-25.613874623696,-24.5558667438401,"leaf_d13c","no","Pinpine"
"132","hotspot",-25.1738338115853,0.173100599189395,82,-25.5181860458042,-24.8294815773664,"leaf_d13c","no","Pinpine"
"133","coldspot",-4.53609897716585,0.327242142881843,82,-5.18708784467784,-3.88511010965386,"leaf_d15n","no","Pinpine"
"134","hotspot",-3.90895312828033,0.213016491044091,82,-4.33271078689046,-3.4851954696702,"leaf_d15n","no","Pinpine"
"135","coldspot",34.7383174618304,0.208372920934862,82,34.3237973434099,35.1528375802508,"leaf_d18o_corrected","no","Pinpine"
"136","hotspot",35.2445425424852,0.135639218272015,82,34.9747129285012,35.5143721564692,"leaf_d18o_corrected","no","Pinpine"
"137","coldspot",995.55424,86.8251926214775,82,822.831273091138,1168.27720690886,"mean_1980","no","Pinpine"
"138","hotspot",883.219084745763,56.518386365452,82,770.786009929554,995.652159561971,"mean_1980","no","Pinpine"
"139","coldspot",847.67696,78.7091616438325,82,691.099364125262,1004.25455587474,"mean_05","no","Pinpine"
"140","hotspot",807.715237288136,51.2353001931208,82,705.791903833497,909.638570742774,"mean_05","no","Pinpine"
"141","coldspot",0.535516589435466,0.0351042026345022,82,0.465683147701168,0.605350031169764,"Rt12","yes","Pinpine"
"142","hotspot",0.649774520367322,0.02285088955918,82,0.604316821720167,0.695232219014477,"Rt12","yes","Pinpine"
"143","coldspot",0.653059506509018,0.0346879398724913,82,0.584054144011834,0.722064869006203,"Rt17","yes","Pinpine"
"144","hotspot",0.745156522182023,0.0225799255808397,82,0.700237857205296,0.79007518715875,"Rt17","yes","Pinpine"
"145","coldspot",1.09090774168709,0.0910956955691409,82,0.909689384016129,1.27212609935804,"Rt22","yes","Pinpine"
"146","hotspot",1.36236872359075,0.0592982470059355,82,1.24440562041617,1.48033182676532,"Rt22","yes","Pinpine"
"147","coldspot",1.19646477194004,0.0470987834920963,82,1.10277028792066,1.29015925595942,"Rs12","no","Pinpine"
"148","hotspot",1.14586267091503,0.030658696656788,82,1.08487275671806,1.206852585112,"Rs12","no","Pinpine"
"149","coldspot",0.719600164807207,0.03737017431563,82,0.645258983557696,0.793941346056719,"Rs17","yes","Pinpine"
"150","hotspot",0.83327238531173,0.0243259114865771,82,0.784880398172221,0.88166437245124,"Rs17","yes","Pinpine"
